"","scenario","type","method1","method2","distance","pValue"
"415","329","IMPACT","centertogrid","weighted",NA,0.0548651667897351
"416","329","OCCURRENCE","centertogrid","weighted",NA,0.0835874034101986
"417","329","IMPACT","reachedgrid","weighted",NA,0.0206832930308894
"418","329","OCCURRENCE","reachedgrid","weighted",NA,0.0383396702294369
"419","329","IMPACT","pooling","weighted",NA,2.65629407358858e-14
"420","329","OCCURRENCE","pooling","weighted",NA,2.63011168399885e-14
"421","330","IMPACT","classic","weighted",NA,0.0140628175435937
"422","330","OCCURRENCE","classic","weighted",NA,0.000331142384496489
"423","330","IMPACT","area","weighted",NA,0.304587972338319
"424","330","OCCURRENCE","area","weighted",NA,0.540336344566704
"425","330","IMPACT","center","weighted",NA,0.566865489275255
"426","330","OCCURRENCE","center","weighted",NA,0.722754072441365
"427","330","IMPACT","centertogrid","weighted",NA,0.00474059172813869
