"","scenario","type","method1","method2","distance","pValue"
"421","299","IMPACT","classic","area",6.0289,NA
"422","299","OCCURRENCE","classic","area",7.6042,NA
"423","299","IMPACT","classic","center",6.3803,NA
"424","299","OCCURRENCE","classic","center",7.5458,NA
"425","299","IMPACT","classic","centertogrid",5.6338,NA
"426","299","OCCURRENCE","classic","centertogrid",6.4789,NA
"427","299","IMPACT","classic","reachedgrid",5.1758,NA
"428","299","OCCURRENCE","classic","reachedgrid",6.3418,NA
"429","299","IMPACT","classic","weighted",6.3562,NA
"430","299","OCCURRENCE","classic","weighted",7.6784,NA
"431","299","IMPACT","classic","pooling",15.8383,NA
"432","299","OCCURRENCE","classic","pooling",15.2731,NA
"433","299","IMPACT","area","center",4.0385,NA
"434","299","OCCURRENCE","area","center",1.2659,NA
"435","299","IMPACT","area","centertogrid",6.2837,NA
"436","299","OCCURRENCE","area","centertogrid",4.9438,NA
"437","299","IMPACT","area","reachedgrid",5.1526,NA
"438","299","OCCURRENCE","area","reachedgrid",4.8051,NA
"439","299","IMPACT","area","weighted",2.1496,NA
"440","299","OCCURRENCE","area","weighted",1.2077,NA
"441","299","IMPACT","area","pooling",18.9811,NA
"442","299","OCCURRENCE","area","pooling",20.9642,NA
"443","299","IMPACT","center","centertogrid",4.5563,NA
"444","299","OCCURRENCE","center","centertogrid",4.75,NA
"445","299","IMPACT","center","reachedgrid",5.9716,NA
"446","299","OCCURRENCE","center","reachedgrid",5.009,NA
"447","299","IMPACT","center","weighted",2.4806,NA
"448","299","OCCURRENCE","center","weighted",1.914,NA
"449","299","IMPACT","center","pooling",16.2999,NA
"450","299","OCCURRENCE","center","pooling",20.8274,NA
"451","299","IMPACT","centertogrid","reachedgrid",3.4675,NA
"452","299","OCCURRENCE","centertogrid","reachedgrid",1.7574,NA
"453","299","IMPACT","centertogrid","weighted",5.3437,NA
"454","299","OCCURRENCE","centertogrid","weighted",5.3646,NA
"455","299","IMPACT","centertogrid","pooling",16.5316,NA
"456","299","OCCURRENCE","centertogrid","pooling",20.6577,NA
"457","299","IMPACT","reachedgrid","weighted",5.2884,NA
"458","299","OCCURRENCE","reachedgrid","weighted",5.0277,NA
"459","299","IMPACT","reachedgrid","pooling",18.3926,NA
"460","299","OCCURRENCE","reachedgrid","pooling",20.6599,NA
"461","299","IMPACT","weighted","pooling",18.0521,NA
"462","299","OCCURRENCE","weighted","pooling",21.2459,NA
"463","300","IMPACT","classic","area",9.2045,NA
"464","300","OCCURRENCE","classic","area",6.4801,NA
"465","300","IMPACT","classic","center",6.8442,NA
"466","300","OCCURRENCE","classic","center",7.3682,NA
"467","300","IMPACT","classic","centertogrid",6.3014,NA
"468","300","OCCURRENCE","classic","centertogrid",5.4795,NA
"469","300","IMPACT","classic","reachedgrid",7.6901,NA
"470","300","OCCURRENCE","classic","reachedgrid",6.3058,NA
"471","300","IMPACT","classic","weighted",7.4722,NA
"472","300","OCCURRENCE","classic","weighted",7.4685,NA
"473","300","IMPACT","classic","pooling",19.0809,NA
"474","300","OCCURRENCE","classic","pooling",15.5518,NA
"475","300","IMPACT","area","center",5.9853,NA
"476","300","OCCURRENCE","area","center",2.6506,NA
"477","300","IMPACT","area","centertogrid",6.8053,NA
"478","300","OCCURRENCE","area","centertogrid",5.0461,NA
"479","300","IMPACT","area","reachedgrid",5.0616,NA
"480","300","OCCURRENCE","area","reachedgrid",5.3423,NA
"481","300","IMPACT","area","weighted",4.704,NA
"482","300","OCCURRENCE","area","weighted",1.4703,NA
"483","300","IMPACT","area","pooling",23.8387,NA
"484","300","OCCURRENCE","area","pooling",18.2115,NA
"485","300","IMPACT","center","centertogrid",4.2962,NA
"486","300","OCCURRENCE","center","centertogrid",4.7825,NA
"487","300","IMPACT","center","reachedgrid",6.3242,NA
"488","300","OCCURRENCE","center","reachedgrid",5.0236,NA
"489","300","IMPACT","center","weighted",2.1804,NA
