"","scenario","type","group","method","impact_Median","impact_StandardDeviation","impact_Mean","impact_FirstQuartile","impact_ThirdQuartile","impact_InterquartileRange","impact_Minimum","impact_Maximum","impact_Range","occurrence_Median","occurrence_StandardDeviation","occurrence_Mean","occurrence_FirstQuartile","occurrence_ThirdQuartile","occurrence_InterquartileRange","occurrence_Minimum","occurrence_Maximum","occurrence_Range"
"187","307","Risiko","all","graphic areas",64.25,20.75,62.32,49,78.25,29.25,0,100,100,52,19.83,51.2,39.5,64.75,25.25,0,98.25,98.25
"188","307","Risiko","all","weighted",66.75,18.71,65.22,52.75,79.75,27,3.75,100,96.25,51.5,20.04,50.67,38.75,64.5,25.75,0,98.25,98.25
"189","307","Risiko","all","pooling ",61.69,0.22,61.69,61.54,61.84,0.29,61.04,62.35,1.31,49.57,0.16,49.57,49.46,49.68,0.22,49.09,50.06,0.97
"190","308","Risiko","all","classic",70,17.97,59.7,50,70,20,10,90,80,50,23.62,43.33,30,50,20,10,90,80
"191","308","Risiko","all","graphic center to grid",50,23.85,59.39,30,90,60,10,90,80,30,26.96,38.48,10,50,40,10,90,80
"192","308","Risiko","all","graphic center",58.31,22.11,58.45,38.69,82.06,43.38,18.5,90.12,71.62,34.31,24.97,39.79,15.88,56,40.12,8,97.5,89.5
"193","308","Risiko","all","graphic grid reached",50,25.3,55.03,30,70,40,10,90,80,30,25.14,41.43,30,70,40,10,90,80
"194","308","Risiko","all","graphic areas",54.75,24.14,55.32,35.5,77,41.5,0,100,100,37.5,23.98,40.24,19,56.25,37.25,0,99.5,99.5
"195","308","Risiko","all","weighted",56.75,23.93,57.01,36.75,79,42.25,0,100,100,37,24.27,39.88,17.75,56,38.25,0,99.5,99.5
"196","308","Risiko","all","pooling ",65.94,0.21,65.94,65.8,66.08,0.28,65.32,66.57,1.25,40.37,0.18,40.37,40.25,40.49,0.24,39.83,40.91,1.08
"197","309","Chance","all","classic",70,18.28,65.07,50,70,20,10,90,80,70,16.79,66.52,50,70,20,10,90,80
"198","309","Chance","all","graphic center to grid",50,23.4,61.01,50,90,40,10,90,80,70,25.7,61.47,50,90,40,10,90,80
"199","309","Chance","all","graphic center",59.38,21.5,61.74,49.88,82,32.12,7.25,93,85.75,62.88,23.8,61.46,51.38,82.88,31.5,7.62,91.5,83.88
"200","309","Chance","all","graphic grid reached",60,23.98,57.84,50,70,20,10,90,80,70,24.23,61.58,50,90,40,10,90,80
"201","309","Chance","all","graphic areas",58.5,22.78,58.37,42.75,77.25,34.5,1.5,100,98.5,60.75,24.32,59.34,47,80.75,33.75,1,100,99
"202","309","Chance","all","weighted",60.25,22.54,60.29,45.75,79.75,34,1.5,100,98.5,61.25,24.28,60,48,81.5,33.5,1,100,99
"203","309","Chance","all","pooling ",69.26,0.21,69.26,69.12,69.41,0.29,68.62,69.9,1.28,71.58,0.16,71.58,71.47,71.69,0.22,71.1,72.06,0.97
"204","310","Risiko","all","classic",70,23.05,65.52,50,90,40,10,90,80,30,19.83,29.1,10,40,30,10,90,80
"205","310","Risiko","all","graphic center to grid",70,26.06,64.03,50,90,40,10,90,80,10,15.29,21.04,10,30,20,10,50,40
"206","310","Risiko","all","graphic center",72,25.01,64.1,48.62,85.69,37.06,5.38,96.88,91.5,15.75,15.49,21.79,9.81,29,19.19,5.12,59.75,54.62
"207","310","Risiko","all","graphic grid reached",70,25.79,60.66,50,90,40,10,90,80,30,18.52,25.45,10,30,20,10,90,80
"208","310","Risiko","all","graphic areas",63.75,25.76,60.04,42.31,82,39.69,0,100,100,18.75,18.96,24.58,10.5,33,22.5,0,95.75,95.75
"209","310","Risiko","all","weighted",67.5,25.5,62.53,46.5,84,37.5,0,100,100,17.5,16.84,22.49,10,29.75,19.75,0,95.75,95.75
"210","310","Risiko","all","pooling ",73.75,0.23,73.75,73.59,73.91,0.31,73.05,74.45,1.4,20.24,0.15,20.24,20.14,20.34,0.2,19.8,20.68,0.88
"211","311","Risiko","all","classic",90,16.59,75.88,70,90,20,30,90,60,30,22.5,38.82,30,50,20,10,90,80
"212","311","Risiko","all","graphic center to grid",90,20.84,75,65,90,25,10,90,80,30,20.22,33.82,10,50,40,10,90,80
"213","311","Risiko","all","graphic center",81.88,20.03,74.04,59.69,89.41,29.72,18.88,95.88,77,32.38,19.98,34.5,17.59,47.31,29.72,5.12,96,90.88
"214","311","Risiko","all","graphic grid reached",70,24.75,66.2,50,90,40,10,90,80,30,20.61,36.43,30,50,20,10,90,80
"215","311","Risiko","all","graphic areas",73.5,24.13,67,49.75,87,37.25,0.75,100,99.25,37.25,20.73,37.6,20.5,51,30.5,0.5,99.75,99.25
"216","311","Risiko","all","weighted",78.75,22.14,71.64,57.5,89,31.5,0.75,100,99.25,36,20.44,36.42,19.25,49.75,30.5,0.5,99.75,99.25
"217","311","Risiko","all","pooling ",81.77,0.24,81.77,81.61,81.93,0.32,81.06,82.49,1.43,35.7,0.16,35.7,35.59,35.8,0.21,35.22,36.17,0.95
"218","312","Risiko","all","classic",60,16.66,60.67,50,70,20,10,90,80,50,21.09,46,30,50,20,10,90,80
"219","312","Risiko","all","graphic center to grid",50,24.55,59.33,50,90,40,10,90,80,30,24.25,38.67,10,50,40,10,90,80
"220","312","Risiko","all","graphic center",57.06,23.21,59.57,45.84,81.91,36.06,8.12,91.5,83.38,33.81,23.24,39.5,19.47,51.75,32.28,5.12,91.25,86.12
"221","312","Risiko","all","graphic grid reached",50,25.42,55.69,30,70,40,10,90,80,30,24.09,40.89,30,50,20,10,90,80
"222","312","Risiko","all","graphic areas",56,24.08,56,38.25,75.75,37.5,2.25,100,97.75,37,23.77,40.54,21.5,56.5,35,0,100,100
"223","312","Risiko","all","weighted",57.75,24,57.72,41,78,37,2.25,100,97.75,35.75,23.06,39.45,21.25,54,32.75,0,100,100
"224","312","Risiko","all","pooling ",71.71,0.24,71.71,71.55,71.87,0.32,70.99,72.43,1.44,40.45,0.19,40.45,40.32,40.58,0.26,39.87,41.03,1.16
"225","313","Risiko","all","classic",70,16.56,71.45,70,90,20,10,90,80,50,20.62,52.03,50,70,20,10,90,80
"226","313","Risiko","all","graphic center to grid",70,18.57,68.82,50,90,40,30,90,60,50,28.27,47.39,30,70,40,10,90,80
"227","313","Risiko","all","graphic center",72,18.12,69.16,55.12,84,28.88,23.38,97.12,73.75,47.38,26.78,47,24.38,66.5,42.12,5.75,94.75,89
"228","313","Risiko","all","graphic grid reached",70,22.3,64.73,50,90,40,10,90,80,50,26.27,47,30,70,40,10,90,80
"229","313","Risiko","all","graphic areas",67.25,22.18,64.13,49.5,82,32.5,0.25,100,99.75,48.25,26.77,48.29,24.5,71,46.5,0,100,100
"230","313","Risiko","all","weighted",70.25,20.53,67.16,53.5,83.75,30.25,0.25,100,99.75,48.25,26.87,48.08,24,70.75,46.75,0,100,100
"231","313","Risiko","all","pooling ",68.2,0.22,68.2,68.05,68.35,0.3,67.54,68.86,1.32,47.14,0.18,47.14,47.02,47.26,0.25,46.59,47.69,1.09
"232","314","Risiko","all","classic",50,17.17,54.26,50,70,20,10,90,80,50,17.29,49.02,30,50,20,10,90,80
"233","314","Risiko","all","graphic center to grid",50,20.52,59.18,50,70,20,10,90,80,50,21.71,44.1,30,50,20,10,90,80
"234","314","Risiko","all","graphic center",59.38,19.12,58.59,47.38,75.75,28.38,14,93,79,47.25,20.53,44.53,28.5,59,30.5,9,86.88,77.88
"235","314","Risiko","all","graphic grid reached",50,22.86,56.76,50,70,20,10,90,80,50,23.44,46.67,30,70,40,10,90,80
"236","314","Risiko","all","graphic areas",57,22.31,55.96,40,74,34,1,99.75,98.75,47,21.6,45.88,29.75,60.75,31,0,93.25,93.25
"237","314","Risiko","all","weighted",58.25,21.81,57.25,42,74.75,32.75,1,99.75,98.75,47,21.55,45.55,29.5,60.25,30.75,0,93.25,93.25
"238","314","Risiko","all","pooling ",62.86,0.25,62.86,62.7,63.03,0.33,62.12,63.61,1.49,43.59,0.19,43.59,43.46,43.71,0.25,43.03,44.14,1.12
"239","315","Risiko","all","classic",50,16.93,56.15,50,70,20,10,90,80,30,19.3,38,30,50,20,10,90,80
"240","315","Risiko","all","graphic center to grid",70,18.74,59.54,50,70,20,10,90,80,30,19.46,31.54,10,50,40,10,70,60
"241","315","Risiko","all","graphic center",60.75,16.89,59.22,49.25,72.75,23.5,7.12,88.88,81.75,32.12,17.71,33.04,16.12,49.5,33.38,6.88,66.5,59.62
"242","315","Risiko","all","graphic grid reached",50,21.87,58.03,50,70,20,10,90,80,30,20.13,34.91,10,50,40,10,90,80
"243","315","Risiko","all","graphic areas",58.75,20.47,57.73,44,73.25,29.25,0.5,100,99.5,37,19.52,36.2,18.25,51.25,33,0,95.5,95.5
"244","315","Risiko","all","weighted",59.5,19.72,58.63,46,73.25,27.25,0.5,100,99.5,34.75,19,35,17.25,50.75,33.5,0,95.5,95.5
"245","315","Risiko","all","pooling ",56.85,0.04,56.85,56.82,56.88,0.06,56.73,56.97,0.25,29.24,0.18,29.24,29.11,29.36,0.24,28.7,29.77,1.07
"246","316","Risiko","all","classic",70,14.11,75.71,70,90,20,30,90,60,50,20.49,46.51,30,70,40,10,90,80
"247","316","Risiko","all","graphic center to grid",70,18.62,72.86,50,90,40,30,90,60,30,23.79,39.52,20,50,30,10,90,80
"248","316","Risiko","all","graphic center",78.75,18.89,73.31,57.44,89.38,31.94,23.12,98.12,75,38.25,23.31,40.19,20,54.5,34.5,5.62,96.25,90.62
"249","316","Risiko","all","graphic grid reached",70,22.98,66.62,50,90,40,10,90,80,30,23.73,40.87,30,50,20,10,90,80
"250","316","Risiko","all","graphic areas",72.25,23.56,66.8,50.75,86.5,35.75,0.75,100,99.25,35.25,22.9,38.47,19.25,54.25,35,0,99,99
"251","316","Risiko","all","weighted",77.75,21.31,71.51,56.75,88.75,32,0.75,100,99.25,35,22.91,38.27,19,54,35,0,99,99
"252","316","Risiko","all","pooling ",79.69,0.22,79.69,79.54,79.84,0.3,79.03,80.36,1.33,49.59,0.16,49.59,49.49,49.7,0.21,49.12,50.07,0.95
"253","317","Chance","all","classic",70,16.78,68.79,55,85,30,30,90,60,70,14.52,72.12,70,90,20,30,90,60
"254","317","Chance","all","graphic center to grid",70,21.2,67.58,50,90,40,10,90,80,70,21.88,71.54,70,90,20,10,90,80
"255","317","Chance","all","graphic center",70.19,19.13,67.67,56,82.72,26.72,9.5,93.5,84,75.5,20.26,70.7,60.19,87.5,27.31,9.75,92.25,82.5
"256","317","Chance","all","graphic grid reached",70,22.09,64.89,50,90,40,10,90,80,70,21.85,67.17,50,90,40,10,90,80
"257","317","Chance","all","graphic areas",68.25,21.68,64.91,52.75,82,29.25,2.5,100,97.5,71.75,23.01,66.9,54.25,85.5,31.25,0.5,100,99.5
"258","317","Chance","all","weighted",70.75,20.84,67.16,56,83,27,2.5,100,97.5,74.25,21.79,69.12,56.75,86.5,29.75,0.5,100,99.5
"259","317","Chance","all","pooling ",74.75,0.23,74.75,74.6,74.91,0.31,74.06,75.45,1.39,74.05,0.17,74.05,73.93,74.17,0.23,73.53,74.57,1.04
"260","318","Risiko","all","classic",70,14.93,70,70,70,0,10,90,80,50,18.88,55.48,50,70,20,10,90,80
"261","318","Risiko","all","graphic center to grid",70,17.55,72.58,70,90,20,30,90,60,50,25.31,46.13,30,70,40,10,90,80
"262","318","Risiko","all","graphic center",73.94,17.07,71.96,60.91,86.94,26.03,30.88,93.38,62.5,46.31,25.14,45.96,25.06,66.38,41.31,6.38,95.5,89.12
"263","318","Risiko","all","graphic grid reached",70,22.37,66.27,50,90,40,10,90,80,50,25.18,47.04,30,70,40,10,90,80
"264","318","Risiko","all","graphic areas",70.5,22.29,66.25,51.25,84.5,33.25,0,100,100,46.25,24.17,46.65,27.25,63.5,36.25,1.25,99.25,98
"265","318","Risiko","all","weighted",75.25,19.59,70.77,57.75,86.5,28.75,0,100,100,45.75,24.38,46.18,26.75,62.75,36,1.25,99.25,98
"266","318","Risiko","all","pooling ",75.02,0.25,75.02,74.85,75.19,0.34,74.26,75.79,1.53,53.52,0.17,53.52,53.41,53.64,0.23,53.01,54.04,1.03
"267","319","Chance","all","classic",70,14.76,70.6,70,70,0,30,90,60,70,14.76,69.4,70,70,0,30,90,60
"268","319","Chance","all","graphic center to grid",70,18.09,70,50,90,40,10,90,80,70,19.66,71.19,70,90,20,10,90,80
"269","319","Chance","all","graphic center",76,17.12,70.01,57.69,81.31,23.62,18.5,96.38,77.88,71.12,19.26,69.45,60.94,85.62,24.69,8.12,96.38,88.25
"270","319","Chance","all","graphic grid reached",70,21.9,65.43,50,90,40,10,90,80,70,20.1,66.87,50,90,40,10,90,80
"271","319","Chance","all","graphic areas",70.5,20.59,66.71,53.25,83,29.75,1.5,100,98.5,71.25,19.1,68.72,56.75,84,27.25,1,100,99
"272","319","Chance","all","weighted",72.5,19.42,68.78,56.25,83.75,27.5,1.5,100,98.5,71.5,19.47,68.77,56.5,84.5,28,1,100,99
"273","319","Chance","all","pooling ",73.99,0.29,73.99,73.8,74.19,0.39,73.13,74.86,1.74,76.12,0.17,76.12,76,76.24,0.23,75.6,76.64,1.05
"274","320","Risiko","all","classic",70,18.69,72.25,70,90,20,10,90,80,50,20.67,55.92,50,70,20,10,90,80
"275","320","Risiko","all","graphic center to grid",70,20.37,71.41,50,90,40,10,90,80,50,25.3,53.38,30,70,40,10,90,80
"276","320","Risiko","all","graphic center",78.12,19.58,71.32,52.88,86.38,33.5,15.5,96.62,81.12,52.38,24.05,53.07,33.94,71.94,38,7.25,94,86.75
"277","320","Risiko","all","graphic grid reached",70,23.22,66.69,50,90,40,10,90,80,50,24.47,53.55,30,70,40,10,90,80
"278","320","Risiko","all","graphic areas",72,23.04,66.33,51,84.75,33.75,1.25,100,98.75,53,25.11,52.48,33.75,73,39.25,0,99.5,99.5
"279","320","Risiko","all","weighted",76,21.29,70.02,56.5,86.5,30,1.25,100,98.75,53.25,25.18,52.61,33.75,73.25,39.5,0,99.5,99.5
"280","320","Risiko","all","pooling ",73.75,0.23,73.75,73.59,73.91,0.32,73.05,74.45,1.4,56.34,0.19,56.34,56.21,56.47,0.26,55.76,56.91,1.15
"281","321","Risiko","all","classic",70,18.56,59.43,50,70,20,10,90,80,70,19.78,59.71,50,70,20,10,90,80
"282","321","Risiko","all","graphic center to grid",70,19.88,65.94,50,90,40,10,90,80,50,22.26,59.71,50,70,20,10,90,80
"283","321","Risiko","all","graphic center",62.75,18.19,64.4,50.88,81.78,30.91,16.25,92.38,76.12,57,20.89,59.31,47.78,77.41,29.62,10.38,93.75,83.38
"284","321","Risiko","all","graphic grid reached",70,21.49,61.53,50,70,20,10,90,80,50,22.5,57.83,50,70,20,10,90,80
"285","321","Risiko","all","graphic areas",62,20.9,61.78,48,79.25,31.25,1,100,99,55,21.07,56.06,43.25,73,29.75,1,97.25,96.25
"286","321","Risiko","all","weighted",63.25,20.12,63.46,50,80.5,30.5,1,100,99,56,20.93,57.16,44.5,74.5,30,1,97.25,96.25
"287","321","Risiko","all","pooling ",67.65,0.24,67.65,67.49,67.82,0.33,66.93,68.38,1.45,67.17,0.17,67.17,67.06,67.29,0.23,66.66,67.69,1.03
"288","322","Chance","all","classic",70,14.95,70.9,70,90,20,30,90,60,70,12.05,69.4,70,70,0,50,90,40
"289","322","Chance","all","graphic center to grid",70,18.58,69.7,50,90,40,30,90,60,70,20.99,64.93,50,90,40,10,90,80
"290","322","Chance","all","graphic center",71.75,17.37,69.55,53.88,85.25,31.38,32.38,94.5,62.12,66.62,20.07,65.2,50.75,83.31,32.56,15.62,92.62,77
"291","322","Chance","all","graphic grid reached",70,22.4,64.25,50,90,40,10,90,80,70,22.31,62.5,50,90,40,10,90,80
"292","322","Chance","all","graphic areas",66.25,22.2,63.91,48.75,82.5,33.75,1.25,100,98.75,63.5,21.88,62.69,49,81.25,32.25,0.5,100,99.5
"293","322","Chance","all","weighted",71.5,19.84,68.19,53.75,84.75,31,1.25,100,98.75,64.25,20.88,64.01,50,82,32,0.5,100,99.5
"294","322","Chance","all","pooling ",74.82,0.24,74.82,74.66,74.99,0.33,74.09,75.56,1.47,71.58,0.2,71.58,71.45,71.72,0.27,70.98,72.18,1.2
"295","323","Chance","all","classic",70,14.25,70,70,70,0,30,90,60,70,17.17,66.88,50,70,20,10,90,80
"296","323","Chance","all","graphic center to grid",70,17.81,70.62,65,90,25,30,90,60,70,21.68,64.29,50,90,40,10,90,80
"297","323","Chance","all","graphic center",71,17.12,69.37,59.62,84.12,24.5,24.88,93.12,68.25,65.19,21.57,63.55,49.94,81.06,31.12,10.62,93.25,82.62
"298","323","Chance","all","graphic grid reached",70,21.52,64.78,50,90,40,10,90,80,70,23.3,60.26,50,70,20,10,90,80
"299","323","Chance","all","graphic areas",67.75,21.61,64.69,50.75,82,31.25,1,100,99,62,22.82,60.45,45.5,79.25,33.75,1,100,99
"300","323","Chance","all","weighted",71,19.72,68,55,84,29,1,100,99,64,21.8,62.47,48.25,80.75,32.5,1,100,99
"301","323","Chance","all","pooling ",71.84,0.27,71.84,71.65,72.02,0.36,71.03,72.65,1.62,69.58,0.22,69.58,69.43,69.73,0.3,68.92,70.24,1.32
"302","324","Risiko","all","classic",70,12.54,71.11,70,70,0,30,90,60,50,20.37,49.63,30,70,40,10,90,80
"303","324","Risiko","all","graphic center to grid",70,18.97,66.98,50,90,40,10,90,80,50,24.59,46.3,30,70,40,10,90,80
"304","324","Risiko","all","graphic center",69.38,18.66,68.51,55.81,79.97,24.16,16.5,98.12,81.62,45.31,24.03,46.82,30.16,66.53,36.38,4.88,95.62,90.75
"305","324","Risiko","all","graphic grid reached",70,23.52,62.73,50,90,40,10,90,80,50,24.86,46.59,30,70,40,10,90,80
"306","324","Risiko","all","graphic areas",66,23,62.58,48,80.25,32.25,1,100,99,47.5,23.25,48.95,31,67.12,36.12,0,99.25,99.25
"307","324","Risiko","all","weighted",69.75,21.22,66.61,54.25,82.75,28.5,1,100,99,45.75,23.41,47.8,30,66,36,0,99.25,99.25
"308","324","Risiko","all","pooling ",75.37,0.26,75.37,75.2,75.54,0.35,74.6,76.14,1.54,55.48,0.15,55.48,55.38,55.58,0.2,55.04,55.93,0.89
"309","325","Chance","all","classic",70,14.89,75.92,70,90,20,10,90,80,70,14.16,72.25,70,90,20,30,90,60
"310","325","Chance","all","graphic center to grid",90,16.83,76.48,70,90,20,30,90,60,70,19.63,64.93,50,90,40,10,90,80
"311","325","Chance","all","graphic center",81.12,16.41,75.85,70,88.69,18.69,21.38,96.12,74.75,64.88,19.07,64.6,50.12,82.75,32.62,15.75,95.12,79.38
"312","325","Chance","all","graphic grid reached",70,21.95,70.14,50,90,40,10,90,80,70,21.97,61.79,50,85,35,10,90,80
"313","325","Chance","all","graphic areas",75.75,21.24,70.4,59.25,86.5,27.25,1.5,100,98.5,60.75,20.82,61.16,46.75,79.25,32.5,1.5,100,98.5
"314","325","Chance","all","weighted",79.5,17.78,75.04,66.5,88,21.5,1.5,100,98.5,62.25,19.77,62.99,48,81,33,1.5,100,98.5
"315","325","Chance","all","pooling ",75.94,0.24,75.94,75.78,76.1,0.32,75.22,76.66,1.44,73.75,0.21,73.75,73.6,73.89,0.29,73.1,74.39,1.29
"316","326","Risiko","all","classic",70,14.31,61.59,50,70,20,30,90,60,70,15.87,65.07,50,70,20,30,90,60
"317","326","Risiko","all","graphic center to grid",70,19.34,61.47,50,70,20,10,90,80,70,21.6,63.33,50,90,40,10,90,80
"318","326","Risiko","all","graphic center",61.12,18.38,61.16,49.12,75.62,26.5,14.75,93.62,78.88,64.75,21,62.99,47,82.38,35.38,10.5,95.25,84.75
"319","326","Risiko","all","graphic grid reached",70,22.51,58.53,50,70,20,10,90,80,70,22.52,59.6,50,70,20,10,90,80
"320","326","Risiko","all","graphic areas",58.25,21.76,57.57,42.25,74.75,32.5,0.75,100,99.25,59.25,22.17,59.27,44,77.75,33.75,0.75,99.5,98.75
"321","326","Risiko","all","weighted",60.5,20.47,59.79,45.5,76,30.5,0.75,100,99.25,61.25,21.4,61.12,45.75,78.75,33,0.75,99.5,98.75
"322","326","Risiko","all","pooling ",67.07,0.23,67.07,66.91,67.23,0.32,66.36,67.77,1.41,74.17,0.19,74.17,74.04,74.3,0.26,73.6,74.74,1.13
"323","327","Risiko","all","classic",50,14.57,54.44,50,70,20,10,70,60,50,15.6,53.81,50,70,20,10,90,80
"324","327","Risiko","all","graphic center to grid",50,17.6,56.67,50,70,20,10,90,80,50,17.68,46.13,30,50,20,10,90,80
"325","327","Risiko","all","graphic center",59.75,17.94,58.06,47.69,71.56,23.88,18.25,90.62,72.38,45.25,17.53,45.08,34.06,54.5,20.44,6.75,85.75,79
"326","327","Risiko","all","graphic grid reached",60,23.09,58.06,50,70,20,10,90,80,50,21.2,44.48,30,50,20,10,90,80
"327","327","Risiko","all","graphic areas",60,20.6,57.44,43,73.25,30.25,3.5,99,95.5,44.75,19.38,44.73,31,57,26,0,93.5,93.5
"328","327","Risiko","all","weighted",60.5,20.23,57.85,43.75,73.25,29.5,3.5,99,95.5,45,18.39,45.14,32.75,55.75,23,0,93.5,93.5
"329","327","Risiko","all","pooling ",58.05,0.29,58.05,57.86,58.25,0.39,57.19,58.91,1.73,48.34,0.17,48.34,48.23,48.45,0.23,47.84,48.85,1.01
"330","328","Risiko","all","classic",70,15.57,58.89,50,70,20,10,90,80,50,18.39,55.4,50,70,20,10,90,80
"331","328","Risiko","all","graphic center to grid",70,17.59,64.92,50,70,20,30,90,60,50,21.99,50.32,30,50,20,10,90,80
"332","328","Risiko","all","graphic center",65.25,16.92,63.36,49.31,78.88,29.56,23.88,90.75,66.88,47.5,20.59,49.88,37.56,58.88,21.31,5.5,93.88,88.38
"333","328","Risiko","all","graphic grid reached",70,22.72,60.74,50,70,20,10,90,80,50,22,49.16,30,70,40,10,90,80
"334","328","Risiko","all","graphic areas",61.25,21.11,59.76,45.25,77,31.75,2,100,98,48,20.5,49.57,36.25,60.75,24.5,1,97,96
"335","328","Risiko","all","weighted",63.5,19.46,62.29,48,78.25,30.25,2,100,98,48.25,20.31,50.09,37,60.5,23.5,1,97,96
"336","328","Risiko","all","pooling ",68.06,0.27,68.06,67.88,68.24,0.36,67.25,68.87,1.62,50.13,0.2,50.13,49.99,50.26,0.28,49.51,50.74,1.23
"337","329","Risiko","all","classic",70,17.23,63.33,50,70,20,10,90,80,50,20.16,49.68,40,70,30,10,90,80
"338","329","Risiko","all","graphic center to grid",70,20.89,60.79,50,70,20,10,90,80,50,22.84,44.29,30,50,20,10,90,80
"339","329","Risiko","all","graphic center",62.12,19.41,61.43,48.62,75.5,26.88,11.25,97.5,86.25,45.88,21.33,44.56,30.88,54.81,23.94,7.88,93.12,85.25
"340","329","Risiko","all","graphic grid reached",70,22.43,59.12,50,70,20,10,90,80,50,22.63,46,30,70,40,10,90,80
"341","329","Risiko","all","graphic areas",60.88,20.83,59.7,45.75,75.25,29.5,1.5,99.75,98.25,45.38,22.85,45.6,29,60.69,31.69,0.75,98.5,97.75
"342","329","Risiko","all","weighted",62.25,20.25,61.08,47.25,76.25,29,1.5,99.75,98.25,45.25,22.44,45.33,29.5,59.75,30.25,0.75,98.5,97.75
"343","329","Risiko","all","pooling ",64.02,0.23,64.02,63.86,64.18,0.31,63.33,64.71,1.38,44.87,0.18,44.87,44.75,44.99,0.24,44.35,45.4,1.05
"344","330","Risiko","all","classic",70,15.07,76.25,70,90,20,30,90,60,50,21.53,49.69,30,70,40,10,90,80
"345","330","Risiko","all","graphic center to grid",90,18.94,75.31,70,90,20,10,90,80,30,23.64,40.31,30,50,20,10,90,80
"346","330","Risiko","all","graphic center",81.69,19.13,74.61,67.66,88.72,21.06,10.38,95.75,85.38,38.25,22.51,38.65,20.38,52.72,32.34,6.62,91.62,85
"347","330","Risiko","all","graphic grid reached",70,22.73,68.92,50,90,40,10,90,80,30,23.45,39.74,30,50,20,10,90,80
"348","330","Risiko","all","graphic areas",75.5,22.18,69.81,57,87,30,0.25,100,99.75,36.62,22.33,38.41,19.75,53.75,34,0,96,96
"349","330","Risiko","all","weighted",79,19.72,74.05,64,89,25,0.25,100,99.75,36,22.37,38.01,19.25,53.25,34,0,96,96
"350","330","Risiko","all","pooling ",83.99,0.27,83.99,83.81,84.16,0.36,83.19,84.78,1.6,40.42,0.19,40.42,40.29,40.55,0.25,39.86,40.98,1.11
"351","331","Risiko","all","classic",70,18.37,69.09,70,90,20,10,90,80,50,17.96,46.06,30,50,20,10,90,80
"352","331","Risiko","all","graphic center to grid",70,21.71,67.81,50,90,40,10,90,80,30,21.66,38.79,30,50,20,10,90,80
"353","331","Risiko","all","graphic center",72.75,19.6,67.54,55.06,82,26.94,10.12,95.5,85.38,38.62,20.31,39.31,22.25,49.62,27.38,4.62,86.88,82.25
"354","331","Risiko","all","graphic grid reached",70,22.49,64.76,50,90,40,10,90,80,30,20.8,39.05,30,50,20,10,90,80
"355","331","Risiko","all","graphic areas",68.75,22.24,64.92,51.5,82.5,31,0,100,100,39,20.39,39.54,23.25,51,27.75,0.5,95,94.5
"356","331","Risiko","all","weighted",71.5,20.99,67.44,55,83.5,28.5,0,100,100,39,20.51,39.67,23.25,50.75,27.5,0.5,95,94.5
"357","331","Risiko","all","pooling ",68.75,0.29,68.75,68.55,68.95,0.39,67.87,69.63,1.75,42.05,0.18,42.05,41.93,42.17,0.24,41.51,42.59,1.08
